ID,Longitude,Latitude,Label,Description,Type,Floor
643,-79.24733917,43.11936545,B210A,,R,2
644,-79.24737349,43.11939153,B210,,R,2
645,-79.24741979,43.11942173,B209,,R,2
646,-79.24744777,43.11944609,B208,,R,2
647,-79.2474835,43.11944472,B207,,R,2
648,-79.24750207,43.11943014,B206,,R,2
649,-79.24752604,43.11941178,B205,,R,2
650,-79.24754485,43.11939668,B204,,R,2
651,-79.24756859,43.11937729,B202,,R,2
652,-79.24758857,43.11936442,B201,,R,2
653,-79.24760973,43.11934829,B200,,R,2
654,-79.24733987,43.11976352,,,T,2
655,-79.24723926,43.11978548,,,T,2
656,-79.24734481,43.11970844,,,T,2
657,-79.24745552,43.1196163,E223,,R,2
658,-79.24743272,43.11963209,E222,,R,2
659,-79.2474118,43.11964753,E221,,R,2
660,-79.24739017,43.11966469,E220,,R,2
661,-79.24736737,43.11967996,E219,,R,2
662,-79.24734622,43.11969643,E218,,R,2
663,-79.24732436,43.1197141,E217,,R,2
664,-79.24730273,43.11973023,E216,,R,2
665,-79.2472804,43.11974585,E215,,R,2
666,-79.24725877,43.11976129,E214,,R,2
667,-79.24723762,43.11977828,E213,,R,2
668,-79.24721082,43.11979749,E212,,R,2
669,-79.24743296,43.11965131,E200A,,R,2
670,-79.24738336,43.11968734,E200,,R,2
671,-79.2473669,43.11970003,E201,,R,2
672,-79.24737772,43.1197606,E203,,R,2
673,-79.2473749,43.11976935,E204,,R,2
674,-79.24734575,43.11977004,E205,,R,2
675,-79.24728839,43.11978394,E206,,R,2
676,-79.24726159,43.119786,E207,,R,2
677,-79.24714711,43.11979972,E210,,R,2
678,-79.24667533,43.11934125,C215,,R,2
679,-79.24672047,43.11926473,C213,,R,2
680,-79.24664807,43.11923041,C212,,R,2
681,-79.24663725,43.11922372,C211,,R,2
682,-79.24659776,43.11922544,C210,,R,2
683,-79.24655216,43.11925718,C209,,R,2
684,-79.24650891,43.11929029,C208,,R,2
685,-79.24648775,43.11930557,C206,,R,2
686,-79.24648399,43.11932307,C207,,R,2
687,-79.24646833,43.11936172,C204,,R,2
688,-79.24657707,43.11935567,C204G,,R,2
689,-79.24676019,43.11937351,C200,,R,2
690,-79.24671341,43.11946462,C201,,R,2
691,-79.24667839,43.11948864,C202,,R,2
692,-79.24662526,43.11952794,C203,,R,2
693,-79.24631474,43.11936322,D250,,R,2
694,-79.24597943,43.11930686,D218,,R,2
695,-79.24596768,43.11929909,D219,,R,2
696,-79.24556041,43.1193066,D207,,R,2
697,-79.24557968,43.11931397,D208,,R,2
698,-79.24559891,43.11930096,D209,,R,2
699,-79.2456518,43.11926209,D210,,R,2
700,-79.24571681,43.11921169,D211,,R,2
701,-79.24577361,43.11918683,D212,,R,2
702,-79.24583497,43.11922561,D213,,R,2
703,-79.24587438,43.11925324,D214,,R,2
704,-79.24595078,43.11939534,D202,,R,2
705,-79.24584977,43.11947148,D205,,R,2
706,-79.24581855,43.1194948,D206,,R,2
707,-79.24571975,43.11952939,D206A,,R,2
708,-79.24556916,43.11974896,J200,,R,2
709,-79.24539938,43.11960875,J216,,R,2
710,-79.24542689,43.11958833,J215,,R,2
711,-79.2454551,43.1195686,J213,,R,2
712,-79.24551222,43.11952571,J210,,R,2
713,-79.24543088,43.11959863,J214,,R,2
714,-79.24546426,43.11957255,J212,,R,2
715,-79.24552491,43.11952777,J209,,R,2
716,-79.24563727,43.11961081,J202,,R,2
717,-79.24565349,43.11961682,J201,,R,2
718,-79.24571314,43.11962644,G215,,R,2
719,-79.24571461,43.11967469,G214,,R,2
720,-79.24571681,43.11976263,G211,,R,2
721,-79.24569735,43.11972805,G212,,R,2
722,-79.24569808,43.11977604,G209,,R,2
723,-79.24569808,43.11980794,G210,,R,2
724,-79.24570769,43.11982546,G218A,,R,2
725,-79.24586999,43.11984794,G206,,R,2
726,-79.24589201,43.11986075,G205,,R,2
727,-79.24593866,43.11986102,G204,,R,2
728,-79.24600918,43.11986183,G203,,R,2
729,-79.24604077,43.11986183,G202,,R,2
730,-79.24615353,43.1198629,G201,,R,2
731,-79.24628281,43.11983877,G200,,R,2
732,-79.24641247,43.11976504,F221,,R,2
733,-79.24643414,43.11974842,F222,,R,2
734,-79.24645691,43.11973207,F223,,R,2
735,-79.24647858,43.11971545,F224,,R,2
736,-79.24650062,43.11969963,F225,,R,2
737,-79.24652266,43.11968327,F227,,R,2
738,-79.24654249,43.11966719,F228,,R,2
739,-79.2465649,43.11965137,F229,,R,2
740,-79.2465884,43.11963582,F231,,R,2
741,-79.24647417,43.1197385,F226A,,R,2
742,-79.24653074,43.11969319,F226A,,R,2
743,-79.24657665,43.11965941,F230,,R,2
744,-79.24664019,43.11962054,F234,,R,2
745,-79.24666443,43.11963796,F234A,,R,2
746,-79.24668059,43.11965137,F235A,,R,2
747,-79.2467019,43.11966799,F235,,R,2
748,-79.24672577,43.11968327,F236,,R,2
749,-79.24674781,43.11969963,F238,,R,2
750,-79.24676948,43.11971518,F239,,R,2
751,-79.24679188,43.11973153,F240,,R,2
752,-79.24681392,43.11974815,F241,,R,2
753,-79.24683633,43.1197637,F242,,R,2
754,-79.24685422,43.11977433,F243,,R,2
755,-79.24688055,43.11979595,F244,,R,2
756,-79.24666899,43.1196592,F233,,R,2
757,-79.24671718,43.11969489,F237A,,R,2
758,-79.24685422,43.11979492,F201,,R,2
759,-79.24681282,43.11978622,F202,,R,2
760,-79.2467805,43.11978595,F203,,R,2
761,-79.24675038,43.11978622,F204,,R,2
762,-79.24671842,43.11978649,F205,,R,2
763,-79.2466861,43.11978622,F206,,R,2
764,-79.24665562,43.11978569,F207,,R,2
765,-79.24663468,43.11978622,F209,,R,2
766,-79.24659318,43.1197873,F210,,R,2
767,-79.24656306,43.11978756,F212,,R,2
768,-79.24652964,43.11978703,F213,,R,2
769,-79.24649915,43.11978676,F214,,R,2
770,-79.2464683,43.11978703,F215,,R,2
771,-79.24643598,43.11978649,F216,,R,2
772,-79.24640548,43.11978857,F217,,R,2
773,-79.24637445,43.11978771,F218,,R,2
774,-79.24633707,43.11979972,F219,,R,2
775,-79.24679519,43.1197755,F237,,R,2
776,-79.24664937,43.11977443,F208,,R,2
777,-79.24657334,43.11977523,F211,,R,2
778,-79.24653735,43.11977523,F226B,,R,2
779,-79.24678454,43.11997469,H200,,R,2
780,-79.24678601,43.12002161,H203,,R,2
781,-79.24678931,43.12017282,H206,,R,2
782,-79.24678858,43.12024306,H208,,R,2
783,-79.24676323,43.1199066,H201,,R,2
784,-79.24676654,43.11992831,H202,,R,2
785,-79.24676348,43.12007014,H204,,R,2
786,-79.24676654,43.12016674,H205,,R,2
787,-79.24676864,43.12022809,H207,,R,2
788,-79.24675628,43.12029618,H209,,R,2
789,-79.24665786,43.12029566,H210,,R,2
790,-79.24662752,43.12029566,H211,,R,2
791,-79.24656121,43.12029515,H212,,R,2
792,-79.24643457,43.12029309,H213,,R,2
793,-79.2464956,43.12026142,H214,,R,2
794,-79.24649595,43.12020014,H216,,R,2
795,-79.24649863,43.12017536,H218,,R,2
796,-79.24649321,43.120075,H221,,R,2
797,-79.24649348,43.11992901,H224,,R,2
798,-79.24649101,43.11990687,H226,,R,2
799,-79.24647126,43.11991073,H225,,R,2
800,-79.24647302,43.1199545,H223,,R,2
801,-79.24647302,43.12000728,H222,,R,2
802,-79.24647549,43.12009792,H220,,R,2
803,-79.24647619,43.12018803,H217,,R,2
804,-79.24647725,43.12023258,H215,,R,2
805,-79.24639295,43.12017851,H217A,,R,2
806,-79.24643986,43.12017104,H219A,,R,2
807,-79.24642575,43.12017001,H219B,,R,2
808,-79.24637037,43.12016924,H219C,,R,2
809,-79.24766626,43.11937185,M,,B,4
810,-79.2472626,43.11937202,F,,B,4
811,-79.24681867,43.11937222,M,,B,4
812,-79.24642105,43.1193737,F,,B,4
813,-79.24601187,43.11931696,M,,B,4
814,-79.24599987,43.1193891,,,T,4
815,-79.24598225,43.11941145,F,,B,4
816,-79.24552437,43.11929038,M,,B,4
817,-79.24801912,43.11951344,M,,B,3
818,-79.24788637,43.11941635,F,,B,3
819,-79.24766435,43.11936953,M,,B,3
820,-79.24726223,43.11937016,F,,B,3
821,-79.24641537,43.11937252,M,,B,3
822,-79.24600721,43.11930156,F,,B,3
823,-79.24553047,43.11928848,M,,B,3
824,-79.24578617,43.11985346,,,T,3
825,-79.24578433,43.11979528,M,,B,3
826,-79.24577166,43.11985363,,,T,3
827,-79.24576982,43.11979512,F,,B,3
828,-79.24624046,43.11980302,M,,B,3
829,-79.2470578,43.11981143,F,,B,3
830,-79.24696035,43.11981075,M,,B,3
831,-79.24612758,43.12027636,,,T,3
832,-79.24609095,43.12028292,M,,B,3
833,-79.246064,43.12027653,F,,B,3
834,-79.24653418,43.12029704,F,,B,3
835,-79.24766504,43.11937137,M,,B,2
836,-79.24726329,43.11937053,F,,B,2
837,-79.24682144,43.11936566,M,,B,2
838,-79.24641692,43.11936734,F,,B,2
839,-79.24597715,43.11940921,F,,B,2
840,-79.24553001,43.11928898,M,,B,2
841,-79.24560925,43.11955483,,,T,2
842,-79.24561952,43.11954428,M,,B,2
843,-79.24563618,43.11953266,F,,B,2
844,-79.24623977,43.11980335,F,,B,2
845,-79.24691444,43.11981171,M,,B,2
